,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
98,Machinarium    Read the review,XOne,Unknown,Amanita Design,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 20,226436,Adventure
99,Metal Wolf Chaos XD    Read the review,XOne,Devolver Digital,From Software,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Aug 19,06th Jul 19,225220,Shooter
100,Mighty Switch Force! Collection    Read the review,XOne,Unknown,WayForward,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 19,225289,Platform
101,Mind Maze    Read the review,PSV,Unknown,Sometimes You,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 21,229367,Puzzle
102,Monster Slayers    Read the review,NS,Unknown,Nerdook Productions,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Apr 19,224611,Role-Playing
103,Mortal Kombat 11: Aftermath    Read the review,PS4,Unknown,NetherRealm Studios,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th May 20,226610,Fighting
104,Mulaka    Read the review,PS4,Unknown,Lienzo,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 18,221102,Action-Adventure
105,Mutant Year Zero: Road to Eden Deluxe Edition    Read the review,NS,Funcom,Fun Com,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Dec 18,20th Mar 19,223940,Role-Playing
106,My Hero One’s Justice 2    Read the review,PS4,Bandai Namco Entertainment,Byking,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 20,06th Dec 19,225835,Fighting
107,Need for Speed Heat    Read the review,XOne,Electronic Arts,Ghost Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19,01st Oct 19,225662,Racing
108,Neon Junctions    Read the review,PSV,9 Eyes Game Studio,9 Eyes Game Studio,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jun 19,25th Jun 19,225169,Puzzle
109,Neonwall    Read the review,NS,JanduSoft S.L.,JanduSoft,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 18,23rd Mar 18,221469,Action
110,Neoverse Trinity Edition    Read the review,NS,Unknown,Tinogames Inc.,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 21,228190,Strategy
111,Neptunia Virtual Stars    Read the review,PS4,Unknown,Idea Factory,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 21,228234,Role-Playing
112,NieR Replicant ver.1.22474487139...    Read the review,PS4,Square Enix,Toylogic,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 21,04th Mar 21,228379,Role-Playing
113,Ninjin: Clash of Carrots    Read the review,NS,Modus Games,Pocket Trap,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 18,20th Apr 19,222801,Action
114,Oceanhorn 2: Knights of the Lost Realm    Read the review,NS,Unknown,Cornfox & Brothers,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 20,227709,Action-Adventure
115,Odallus: The Dark Call    Read the review,NS,Digerati,JoyMasher,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 19,06th Feb 19,223411,Action-Adventure
116,Pang Adventures    Read the review,NS,Unknown,DotEmu,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jan 19,223320,Action
117,Paper Beast    Read the review,PS4,Unknown,Pixel Reef,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 20,226439,Adventure
118,Phoenix Wright: Ace Attorney Trilogy    Read the review,NS,Capcom,Capcom,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Apr 19,09th Mar 19,223808,Adventure
119,Pode    Read the review,NS,Henchman & Goon,Henchman & Goon,6.0,N/A,9.0,N/A,N/A,N/A,N/A,N/A,N/A,01st May 18,25th Mar 18,221523,Adventure
120,Pop-Up Pilgrims    Read the review,PS4,Unknown,Dakko Dakko,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 18,220995,Puzzle
121,Psikyo Shooting Stars Bravo    Read the review,NS,NIS America,City Connection,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,16th Aug 19,225556,Shooter
122,Q.U.B.E. 2    Read the review,PC,Trapped Nerve Games,Toxic Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 18,09th Mar 18,221282,Puzzle
123,RAD    Read the review,NS,Bandai Namco Entertainment,Double Fine Productions,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 19,02nd Apr 19,223956,Action-Adventure
124,Rage 2    Read the review,XOne,Bethesda Softworks,id Software,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 19,20th May 18,221987,Shooter
125,Red Wings: Aces of the Sky    Read the review,NS,Unknown,All in! Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 20,226162,Action
126,Redout    Read the review,NS,Nicalis,Nicalis,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 18,15th Aug 18,153126,Racing
127,RemiLore: Lost Girl in the Lands of Lore    Read the review,NS,Nicalis,Nicalis,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,22nd Mar 19,222079,Action
128,Resolutiion    Read the review,NS,Unknown,Monolith of Minds,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 20,226597,Action-Adventure
129,River City Girls    Read the review,NS,WayForward Technologies,WayForward Technologies,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Sep 19,09th Aug 19,225452,Action
130,Rocket Arena    Read the review,XOne,Electronic Arts,Final Strike Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 20,19th Jun 20,226833,Shooter
131,Rocket Wars    Read the review,NS,Unknown,Rooftop Panda,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 19,225757,Action
132,Rogue Aces    Read the review,NS,Unknown,Infinite State Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 18,221929,Action
133,Sakura Wars (2019)    Read the review,PS4,Sega,Sega,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 20,28th Jul 20,224538,Strategy
134,Samurai Shodown    Read the review,PS4,SNK,SNK Playmore,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jun 19,04th May 19,224120,Fighting
135,Samurai Warriors 5    Read the review,XOne,Unknown,Koei Tecmo Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 21,228295,Action
136,Say No! More    Read the review,NS,Unknown,Studio Fizbin,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 21,228686,Misc
137,Shining Resonance Refrain    Read the review,NS,Sega,Media.Vision,6.0,N/A,N/A,N/A,0.09m,0.05m,0.01m,0.01m,0.01m,10th Jul 18,15th Sep 18,221175,Role-Playing
138,Shovel Knight Showdown    Read the review,NS,Unknown,Yacht Club Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 19,225857,Fighting
139,Simulacra    Read the review,XOne,Unknown,Kaigan Games OÜ,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Nov 19,225808,Adventure
140,Sir Eatsalot    Read the review,PSV,Unknown,Behind the Stone,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Apr 18,221876,Platform
141,Sky Force Reloaded    Read the review,NS,Infinite Dreams Inc.,Infinite Dreams Inc.,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 18,28th Jan 18,220921,Shooter
142,Smoke and Sacrifice    Read the review,NS,Unknown,Solar Sail Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th May 18,221974,Role-Playing
143,SNK Heroines Tag Team Frenzy    Read the review,NS,NIS America,SNK Corporation,6.0,N/A,N/A,N/A,0.05m,0.02m,0.01m,0.01m,0.00m,07th Sep 18,04th Aug 18,220631,Fighting
144,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated    Read the review,XOne,THQ Nordic,THQ Nordic,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jun 20,29th Sep 20,224918,Platform
145,Star Wars Jedi: Fallen Order    Read the review,PS4,Electronic Arts,Respawn Entertainment,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 19,13th Apr 19,222106,Action-Adventure
146,State of Decay 2    Read the review,XOne,Microsoft Studios,Undead Labs,6.0,7.0,N/A,N/A,0.46m,0.27m,0.14m,N/A,0.04m,22nd May 18,25th Sep 18,220164,Action-Adventure
147,Stela    Read the review,XOne,Unknown,SkyBox Labs,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 19,225701,Platform
148,SturmFront: The Mutant War - Farewell Edition    Read the review,PSV,Unknown,Andrade Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 21,229329,Shooter
149,Super Animal Royale    Read the review,NS,Unknown,Pixile,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 21,229647,Action
150,Super Blood Hockey    Read the review,NS,Digerati,Loren Lemcke,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 19,23rd Apr 19,224743,Sports
151,Super Crush KO    Read the review,NS,Unknown,Vertex Pop,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jan 20,225940,Action
152,Super Meat Boy Forever    Read the review,NS,Team Meat,Team Meat,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Dec 20,13th Feb 18,220224,Platform
153,Super Monkey Ball: Banana Blitz HD    Read the review,NS,Sega,Sega,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 19,31st Jan 21,225280,Platform
154,Super Mutant Alien Assault    Read the review,NS,Unknown,Cybernate,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 19,225212,Action
155,Super Skull Smash GO! 2 Turbo    Read the review,PSV,Poppy Works,TACS Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 18,22nd Jul 18,222383,Platform
156,Sword Art Online: Fatal Bullet    Read the review,PS4,Namco Bandai Games,Dimps Corporation,6.0,N/A,N/A,N/A,0.29m,0.11m,0.03m,0.13m,0.03m,23rd Feb 18,23rd Feb 18,203225,Role-Playing
157,The Blackout Club    Read the review,XOne,Unknown,Question,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 19,225614,Action-Adventure
158,The Dark Pictures Anthology: Little Hope    Read the review,PS4,Bandai Namco Entertainment,Supermassive Games Ltd.,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 20,29th May 20,226619,Adventure
159,The Fall    Read the review,NS,Unknown,Over the Moon,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 18,221960,Adventure
160,The Last Campfire    Read the review,XOne,Hello Games,Hello Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,08th Jun 20,226651,Adventure
161,The Liar Princess and the Blind Prince     Read the review,PSV,Nippon Ichi Software,Nippon Ichi Software,6.0,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st May 18,06th Jun 18,221157,Platform
162,The Spectrum Retreat    Read the review,PC,Unknown,Dan Smith Studios,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 18,222635,Puzzle
163,The Station    Read the review,PC,Unknown,The Station,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 18,221120,Adventure
164,The Surge    Read the review,XOne,Focus Home Interactive,DECK13 Interactive,N/A,N/A,N/A,N/A,0.12m,0.07m,0.04m,N/A,0.01m,16th May 17,06th Jan 18,163774,Action
165,The Vanishing of Ethan Carter    Read the review,XOne,The Astronauts,The Astronauts,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jan 18,12th Jan 18,220666,Adventure
166,The Walking Dead: Onslaught    Read the review,PS4,Unknown,Survios,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 20,227426,Shooter
167,The Wonderful 101: Remastered    Read the review,PC,PlatinumGames,PlatinumGames,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th May 20,13th Feb 20,226133,Action-Adventure
168,This War of Mine: Complete Edition    Read the review,NS,Unknown,11 bit studios,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 18,223095,Simulation
169,Titan Quest    Read the review,PS4,THQ Nordic,Iron Lore Entertainment,6.0,N/A,N/A,N/A,0.02m,0.02m,N/A,N/A,0.00m,20th Mar 18,24th Mar 19,220236,Action
170,Tohu    Read the review,XOne,Unknown,Fireart Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jan 21,228165,Adventure
171,Ultracore    Read the review,NS,Unknown,Digital Illusions,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 20,226868,Action
172,Underhero    Read the review,NS,Unknown,Paper Castle Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 20,226346,Role-Playing
173,Unexplored: Unlocked Edition    Read the review,NS,Unknown,Ludomotion,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 18,222511,Role-Playing
174,Vampyr    Read the review,PC,Focus Home Interactive,DONTNOD Entertainment,6.0,N/A,N/A,0.16m,N/A,N/A,N/A,N/A,N/A,05th Jun 18,08th Feb 18,181515,Role-Playing
175,Vane    Read the review,PS4,Friend & Foe,Friend & Foe,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 19,24th Mar 19,223157,Adventure
176,Vitamin Connection    Read the review,NS,Unknown,Way Forward,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 19,225523,Action
177,Warparty    Read the review,PC,Unknown,Crazy Monkey Studios,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 19,224579,Strategy
178,Wonder Boy: Asha in Monster World    Read the review,NS,Unknown,ArtDink,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 21,228739,Platform
179,Yomawari: The Long Night Collection    Read the review,NS,NIS America,Nippon Ichi Software,6.0,N/A,N/A,N/A,0.05m,0.04m,N/A,0.01m,0.00m,30th Oct 18,07th Nov 18,222088,Action-Adventure
180,Zarvot    Read the review,NS,Unknown,Snowhydra Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 18,222952,Action
181,Zombie Army 4: Dead War    Read the review,XOne,Rebellion Developments,Rebellion Games,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 20,12th Jul 19,224998,Shooter
182,Baroque    Read the review,PS2,Atlus,Sting,6.0,N/A,N/A,N/A,0.13m,0.05m,0.04m,0.02m,0.01m,08th Apr 08,N/A,7004,Role-Playing
183,Baroque    Read the review,Wii,Atlus,Sting,6.0,5.2,N/A,N/A,0.08m,0.07m,0.00m,0.00m,0.01m,08th Apr 08,N/A,17791,Role-Playing
184,Deflector    Read the review,PSN,Gamehastra,GameShastra,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 10,N/A,42955,Action
185,Fat Princess: Fistful of Cake    Read the review,PSP,Sony Computer Entertainment,SuperVillain Studios,6.0,7.0,N/A,N/A,0.13m,0.08m,0.02m,N/A,0.02m,04th May 10,N/A,42151,Action
186,Indiana Jones and the Staff of Kings    Read the review,Wii,LucasArts,Artificial Mind and Movement,6.0,5.1,N/A,N/A,0.72m,0.36m,0.29m,N/A,0.07m,09th Jun 09,N/A,30969,Action
187,Left 4 Dead: Crash Course    Read the review,XBL,Electronic Arts,Valve Software,6.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 09,N/A,39933,Shooter
188,Need for Speed: Undercover    Read the review,PS3,Electronic Arts,EA Vancouver,6.0,5.9,N/A,N/A,2.06m,0.63m,1.01m,0.05m,0.38m,17th Nov 08,N/A,25731,Racing
189,Need for Speed: Undercover    Read the review,X360,Electronic Arts,EA Vancouver,6.0,6.3,N/A,N/A,1.69m,0.80m,0.70m,0.01m,0.18m,17th Nov 08,N/A,25735,Racing
190,Rag Doll Kung Fu: Fists of Plastic    Read the review,PSN,Sony Computer Entertainment,Tarsier Studios,6.0,6.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Apr 09,N/A,32621,Fighting
191,Trivial Pursuit    Read the review,Wii,Electronic Arts,Adrenalin Interactive,6.0,7.3,N/A,N/A,0.57m,0.20m,0.30m,N/A,0.06m,10th Mar 09,N/A,30606,Misc
192,Family Feud: 2010 Edition    Read the review,Wii,Ubisoft,Ludia Inc.,5.9,N/A,N/A,N/A,0.62m,0.58m,N/A,N/A,0.04m,29th Sep 09,N/A,36598,Misc
193,Gardening Mama    Read the review,DS,Majesco,Taito Corporation,5.9,6.6,N/A,N/A,1.36m,0.79m,0.42m,0.01m,0.13m,31st Mar 09,N/A,31621,Puzzle
194,Driveclub    Read the review,PS4,Sony Computer Entertainment,Evolution Studios,5.8,7.2,N/A,2.00m,N/A,N/A,N/A,N/A,N/A,07th Oct 14,25th Sep 18,71542,Racing
195,The Sims 4    Read the review,PC,Electronic Arts,Maxis,5.8,7.0,N/A,N/A,4.10m,1.20m,2.60m,N/A,0.30m,02nd Sep 14,29th Dec 17,72139,Simulation
196,Afro Samurai    Read the review,PS3,Namco Bandai,Namco Bandai Games,5.7,6.5,N/A,N/A,0.20m,0.12m,0.05m,N/A,0.03m,27th Jan 09,N/A,17062,Action
197,Afro Samurai    Read the review,X360,Namco Bandai,Namco Bandai Games,5.7,6.4,N/A,N/A,0.24m,0.16m,0.05m,N/A,0.02m,27th Jan 09,N/A,17061,Action
198,The Lord of the Rings: Conquest,PS3,Electronic Arts,Pandemic Studios,N/A,5.8,N/A,N/A,0.75m,0.38m,0.26m,N/A,0.11m,13th Jan 09,N/A,25384,Action
199,Aluna: Sentinel of the Shards    Read the review,NS,Unknown,Digiart Interactive,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th May 21,228837,Role-Playing
